ID,INITIAL,GOAL,BEBAN MUATAN (TON),REWARD,JENIS
1114,Madiun,Sampang,26,1522500,GAS
1115,Madiun,Sampang,45,2187500,PADAT
1116,Madiun,Sampang,30,1662500,CAIR
1117,Madiun,Pamekasan,27,1637500,GAS
1118,Madiun,Pamekasan,30,1742500,PADAT
1119,Madiun,Pamekasan,33,1847500,CAIR
1120,Madiun,Sumenep,21,1560000,GAS
1121,Madiun,Sumenep,25,1700000,PADAT
1122,Madiun,Sumenep,30,1875000,CAIR
1123,Madiun,Surabaya,15,937500,GAS
1124,Madiun,Surabaya,24,1252500,PADAT
1125,Madiun,Surabaya,30,1462500,CAIR
1126,Madiun,Blitar,25,1210000,GAS
1127,Madiun,Blitar,30,1385000,PADAT
1128,Madiun,Blitar,15,860000,CAIR
1129,Madiun,Malang,25,1460000,GAS
1130,Madiun,Malang,15,1110000,PADAT
1131,Madiun,Malang,24,1425000,CAIR
1132,Magetan,Pacitan,30,1327500,GAS
1133,Magetan,Pacitan,26,1187500,PADAT
1134,Magetan,Pacitan,15,802500,CAIR
1135,Magetan,Ponorogo,25,985000,GAS
1136,Magetan,Ponorogo,30,1160000,PADAT
1137,Magetan,Ponorogo,15,635000,CAIR
1138,Magetan,Trenggalek,25,1067500,GAS
1139,Magetan,Trenggalek,15,717500,PADAT
1140,Magetan,Trenggalek,25,1067500,CAIR
1141,Magetan,Tulungagung,30,1332500,GAS
1142,Magetan,Tulungagung,15,807500,PADAT
1143,Magetan,Tulungagung,25,1157500,CAIR
1144,Magetan,Kediri,15,820000,GAS
1145,Magetan,Kediri,24,1135000,PADAT
1146,Magetan,Kediri,30,1345000,CAIR
1147,Magetan,Lumajang,26,1687500,GAS
1148,Magetan,Lumajang,45,2352500,PADAT
1149,Magetan,Lumajang,30,1827500,CAIR
1150,Magetan,Jember,27,1850000,GAS
1151,Magetan,Jember,25,1780000,PADAT
1152,Magetan,Jember,30,1955000,CAIR
1153,Magetan,Banyuwangi,26,2085000,GAS
1154,Magetan,Banyuwangi,45,2750000,PADAT
1155,Magetan,Banyuwangi,30,2225000,CAIR
1156,Magetan,Situbondo,27,1882500,GAS
1157,Magetan,Situbondo,25,1812500,PADAT
1158,Magetan,Situbondo,25,1812500,CAIR
1159,Magetan,Bondowoso,30,1980000,GAS
1160,Magetan,Bondowoso,15,1455000,PADAT
1161,Magetan,Bondowoso,25,1805000,CAIR
1162,Magetan,Probolinggo,25,1550000,GAS
1163,Magetan,Probolinggo,30,1725000,PADAT
1164,Magetan,Probolinggo,25,1550000,CAIR
1165,Magetan,Pasuruan,30,1632500,GAS
1166,Magetan,Pasuruan,15,1107500,PADAT
1167,Magetan,Pasuruan,25,1457500,CAIR
1168,Magetan,Sidoarjo,30,1522500,GAS
1169,Magetan,Sidoarjo,15,997500,PADAT
1170,Magetan,Sidoarjo,25,1347500,CAIR
1171,Magetan,Jombang,30,1347500,GAS
1172,Magetan,Jombang,25,1172500,PADAT
1173,Magetan,Jombang,26,1207500,CAIR
1174,Magetan,Mojokerto,45,1940000,GAS
1175,Magetan,Mojokerto,30,1415000,PADAT
1176,Magetan,Mojokerto,27,1310000,CAIR
1177,Magetan,Nganjuk,25,1085000,GAS
1178,Magetan,Nganjuk,15,735000,PADAT
1179,Magetan,Nganjuk,25,1085000,CAIR
1180,Magetan,Madiun,30,1120000,GAS
1181,Magetan,Madiun,15,595000,PADAT
1182,Magetan,Madiun,25,945000,CAIR
1183,Magetan,Ngawi,30,1140000,GAS
1184,Magetan,Ngawi,26,1000000,PADAT
1185,Magetan,Ngawi,45,1665000,CAIR
1186,Magetan,Bojonegoro,30,1407500,GAS
1187,Magetan,Bojonegoro,27,1302500,PADAT
1188,Magetan,Bojonegoro,25,1232500,CAIR
1189,Magetan,Tuban,15,890000,GAS
1190,Magetan,Tuban,27,1310000,PADAT
1191,Magetan,Tuban,25,1240000,CAIR
1192,Magetan,Lamongan,15,987500,GAS
1193,Magetan,Lamongan,25,1337500,PADAT
1194,Magetan,Lamongan,30,1512500,CAIR
1195,Magetan,Gresik,25,1382500,GAS
1196,Magetan,Gresik,15,1032500,PADAT
1197,Magetan,Gresik,25,1382500,CAIR
1198,Magetan,Bangkalan,30,1602500,GAS
1199,Magetan,Bangkalan,30,1602500,PADAT
1200,Magetan,Bangkalan,30,1602500,CAIR
1201,Magetan,Sampang,15,1197500,GAS
1202,Magetan,Sampang,25,1547500,PADAT
1203,Magetan,Sampang,42,2142500,CAIR
1204,Magetan,Pamekasan,32,1872500,GAS
1205,Magetan,Pamekasan,25,1627500,PADAT
1206,Magetan,Pamekasan,15,1277500,CAIR
1207,Magetan,Sumenep,25,1760000,GAS
1208,Magetan,Sumenep,30,1935000,PADAT
1209,Magetan,Sumenep,30,1935000,CAIR
1210,Magetan,Surabaya,15,997500,GAS
1211,Magetan,Surabaya,24,1312500,PADAT
1212,Magetan,Surabaya,30,1522500,CAIR
1213,Magetan,Blitar,26,1305000,GAS
1214,Magetan,Blitar,45,1970000,PADAT
1215,Magetan,Blitar,30,1445000,CAIR
1216,Magetan,Malang,27,1590000,GAS
1217,Magetan,Malang,25,1520000,PADAT
1218,Magetan,Malang,28,1625000,CAIR
1219,Surabaya,Pacitan,15,1215000,GAS
1220,Surabaya,Pacitan,25,1565000,PADAT
1221,Surabaya,Pacitan,30,1740000,CAIR
1222,Surabaya,Ponorogo,15,1020000,GAS
1223,Surabaya,Ponorogo,25,1370000,PADAT
1224,Surabaya,Ponorogo,30,1545000,CAIR
1225,Surabaya,Trenggalek,15,1015000,GAS
1226,Surabaya,Trenggalek,25,1365000,PADAT
1227,Surabaya,Trenggalek,30,1540000,CAIR
1228,Surabaya,Tulungagung,15,910000,GAS
1229,Surabaya,Tulungagung,25,1260000,PADAT
1230,Surabaya,Tulungagung,30,1435000,CAIR
1231,Surabaya,Lumajang,15,887500,GAS
1232,Surabaya,Lumajang,25,1237500,PADAT
1233,Surabaya,Lumajang,30,1412500,CAIR
1234,Surabaya,Jember,15,1017500,GAS
1235,Surabaya,Jember,25,1367500,PADAT
1236,Surabaya,Jember,30,1542500,CAIR
1237,Surabaya,Banyuwangi,15,1245000,GAS
1238,Surabaya,Banyuwangi,25,1595000,PADAT
1239,Surabaya,Banyuwangi,30,1770000,CAIR
1240,Surabaya,Bondowoso,15,1002500,GAS
1241,Surabaya,Bondowoso,25,1352500,PADAT
1242,Surabaya,Bondowoso,30,1527500,CAIR
1243,Surabaya,Situbondo,15,1010000,GAS
1244,Surabaya,Situbondo,25,1360000,PADAT
1245,Surabaya,Situbondo,30,1535000,CAIR
1246,Surabaya,Probolinggo,15,772500,GAS
1247,Surabaya,Probolinggo,25,1122500,PADAT
1248,Surabaya,Probolinggo,30,1297500,CAIR
1249,Surabaya,Pasuruan,15,675000,GAS
1250,Surabaya,Pasuruan,25,1025000,PADAT
1251,Surabaya,Pasuruan,30,1200000,CAIR
1252,Surabaya,Sidoarjo,15,582500,GAS
1253,Surabaya,Sidoarjo,25,932500,PADAT
1254,Surabaya,Sidoarjo,30,1107500,CAIR
1255,Surabaya,Mojokerto,15,647500,GAS
1256,Surabaya,Mojokerto,25,997500,PADAT
1257,Surabaya,Mojokerto,30,1172500,CAIR
1258,Surabaya,Jombang,15,722500,GAS
1259,Surabaya,Jombang,25,1072500,PADAT
1260,Surabaya,Jombang,30,1247500,CAIR
1261,Surabaya,Nganjuk,15,822500,GAS
1262,Surabaya,Nganjuk,25,1172500,PADAT
1263,Surabaya,Nganjuk,30,1347500,CAIR
1264,Surabaya,Madiun,15,947500,GAS
1265,Surabaya,Madiun,25,1297500,PADAT
1266,Surabaya,Madiun,30,1472500,CAIR
1267,Surabaya,Magetan,15,1007500,GAS
1268,Surabaya,Magetan,25,1357500,PADAT
1269,Surabaya,Magetan,30,1532500,CAIR
1270,Surabaya,Ngawi,15,977500,GAS
1271,Surabaya,Ngawi,25,1327500,PADAT
1272,Surabaya,Ngawi,30,1502500,CAIR
1273,Surabaya,Bojonegoro,15,795000,GAS
1274,Surabaya,Bojonegoro,25,1145000,PADAT
1275,Surabaya,Bojonegoro,30,1320000,CAIR
1276,Surabaya,Tuban,15,782500,GAS
1277,Surabaya,Tuban,25,1132500,PADAT
1278,Surabaya,Tuban,30,1307500,CAIR
1279,Surabaya,Lamongan,15,637500,GAS
1280,Surabaya,Lamongan,25,987500,PADAT
1281,Surabaya,Lamongan,30,1162500,CAIR
1282,Surabaya,Gresik,15,570000,GAS
1283,Surabaya,Gresik,25,920000,PADAT
1284,Surabaya,Gresik,30,1095000,CAIR
1285,Surabaya,Bangkalan,15,595000,GAS
1286,Surabaya,Bangkalan,25,945000,PADAT
1287,Surabaya,Bangkalan,30,1120000,CAIR
1288,Surabaya,Sampang,15,750000,GAS
1289,Surabaya,Sampang,25,1100000,PADAT
1290,Surabaya,Sampang,30,1275000,CAIR
1291,Surabaya,Pamekasan,15,832500,GAS
1292,Surabaya,Pamekasan,25,1182500,PADAT
1293,Surabaya,Pamekasan,30,1357500,CAIR
1294,Surabaya,Sumenep,15,962500,GAS
1295,Surabaya,Sumenep,25,1312500,PADAT
1296,Surabaya,Sumenep,30,1487500,CAIR
1297,Surabaya,Kediri,15,832500,GAS
1298,Surabaya,Kediri,25,1182500,PADAT
1299,Surabaya,Kediri,30,1357500,CAIR
1300,Surabaya,Blitar,15,942500,GAS
1301,Surabaya,Blitar,25,1292500,PADAT
1302,Surabaya,Blitar,30,1467500,CAIR
1303,Surabaya,Malang,15,747500,GAS
1304,Surabaya,Malang,25,1097500,PADAT
1305,Surabaya,Malang,30,1272500,CAIR
1306,Kediri,Pacitan,15,975000,GAS
1307,Kediri,Pacitan,25,1325000,PADAT
1308,Kediri,Pacitan,30,1500000,CAIR
1309,Kediri,Ponorogo,15,812500,GAS
1310,Kediri,Ponorogo,25,1162500,PADAT
1311,Kediri,Ponorogo,30,1337500,CAIR
1312,Kediri,Trenggalek,15,682500,GAS
1313,Kediri,Trenggalek,25,1032500,PADAT
1314,Kediri,Trenggalek,30,1207500,CAIR
1315,Kediri,Tulungagung,15,602500,GAS
1316,Kediri,Tulungagung,25,952500,PADAT
1317,Kediri,Tulungagung,30,1127500,CAIR
1318,Kediri,Lumajang,15,1067500,GAS
1319,Kediri,Lumajang,25,1417500,PADAT
1320,Kediri,Lumajang,30,1592500,CAIR
1321,Kediri,Jember,15,1255000,GAS
1322,Kediri,Jember,25,1605000,PADAT
1323,Kediri,Jember,30,1780000,CAIR
1324,Kediri,Banyuwangi,15,1482500,GAS
1325,Kediri,Banyuwangi,25,1832500,PADAT
1326,Kediri,Banyuwangi,30,2007500,CAIR
1327,Kediri,Bondowoso,15,1490000,GAS
1328,Kediri,Bondowoso,25,1840000,PADAT
1329,Kediri,Bondowoso,30,2015000,CAIR
1330,Kediri,Situbondo,15,1247500,GAS
1331,Kediri,Situbondo,25,1597500,PADAT
1332,Kediri,Situbondo,30,1772500,CAIR
1333,Kediri,Probolinggo,15,1010000,GAS
1334,Kediri,Probolinggo,25,1360000,PADAT
1335,Kediri,Probolinggo,30,1535000,CAIR
1336,Kediri,Pasuruan,15,912500,GAS
1337,Kediri,Pasuruan,25,1262500,PADAT
1338,Kediri,Pasuruan,30,1437500,CAIR
1339,Kediri,Sidoarjo,15,887500,GAS
1340,Kediri,Sidoarjo,25,1237500,PADAT
1341,Kediri,Sidoarjo,30,1412500,CAIR
1342,Kediri,Mojokerto,15,710000,GAS
1343,Kediri,Mojokerto,25,1060000,PADAT
1344,Kediri,Mojokerto,30,1235000,CAIR
1345,Kediri,Jombang,15,635000,GAS
1346,Kediri,Jombang,25,985000,PADAT
1347,Kediri,Jombang,30,1160000,CAIR
1348,Kediri,Nganjuk,15,595000,GAS
1349,Kediri,Nganjuk,25,945000,PADAT
1350,Kediri,Nganjuk,30,1120000,CAIR
1351,Kediri,Madiun,15,720000,GAS
1352,Kediri,Madiun,25,1070000,PADAT
1353,Kediri,Madiun,30,1245000,CAIR
1354,Kediri,Magetan,15,780000,GAS
1355,Kediri,Magetan,25,1130000,PADAT
1356,Kediri,Magetan,30,1305000,CAIR
1357,Kediri,Ngawi,15,750000,GAS
1358,Kediri,Ngawi,25,1100000,PADAT
1359,Kediri,Ngawi,30,1275000,CAIR
1360,Kediri,Bojonegoro,15,847500,GAS
1361,Kediri,Bojonegoro,25,1197500,PADAT
1362,Kediri,Bojonegoro,30,1372500,CAIR
1363,Kediri,Tuban,15,840000,GAS
1364,Kediri,Tuban,25,1190000,PADAT
1365,Kediri,Tuban,30,1365000,CAIR
1366,Kediri,Lamongan,15,852500,GAS
1367,Kediri,Lamongan,25,1202500,PADAT
1368,Kediri,Lamongan,30,1377500,CAIR
1369,Kediri,Gresik,15,877500,GAS
1370,Kediri,Gresik,25,1227500,PADAT
1371,Kediri,Gresik,30,1402500,CAIR
1372,Kediri,Bangkalan,15,902500,GAS
1373,Kediri,Bangkalan,25,1252500,PADAT
1374,Kediri,Bangkalan,30,1427500,CAIR
1375,Kediri,Sampang,15,1057500,GAS
1376,Kediri,Sampang,25,1407500,PADAT
1377,Kediri,Sampang,30,1582500,CAIR
1378,Kediri,Pamekasan,15,1140000,GAS
1379,Kediri,Pamekasan,25,1490000,PADAT
1380,Kediri,Pamekasan,30,1665000,CAIR
1381,Kediri,Sumenep,15,1240000,GAS
1382,Kediri,Sumenep,25,1590000,PADAT
1383,Kediri,Sumenep,30,1765000,CAIR
1384,Kediri,Surabaya,15,832500,GAS
1385,Kediri,Surabaya,25,1182500,PADAT
1386,Kediri,Surabaya,30,1357500,CAIR
1387,Kediri,Blitar,15,635000,GAS
1388,Kediri,Blitar,25,985000,PADAT
1389,Kediri,Blitar,30,1160000,CAIR
1390,Kediri,Malang,15,775000,GAS
1391,Kediri,Malang,25,1125000,PADAT
1392,Kediri,Malang,30,1300000,CAIR
1393,Blitar,Pacitan,15,980000,GAS
1394,Blitar,Pacitan,25,1330000,PADAT
1395,Blitar,Pacitan,30,1505000,CAIR
1396,Blitar,Ponorogo,15,817500,GAS
1397,Blitar,Ponorogo,25,1167500,PADAT
1398,Blitar,Ponorogo,30,1342500,CAIR
1399,Blitar,Trenggalek,30,1210000,GAS
1400,Blitar,Trenggalek,16,720000,PADAT
1401,Blitar,Trenggalek,25,1035000,CAIR
1402,Blitar,Tulungagung,15,607500,GAS
1403,Blitar,Tulungagung,10,432500,PADAT
1404,Blitar,Tulungagung,30,1132500,CAIR
1405,Blitar,Lumajang,16,990000,GAS
1406,Blitar,Lumajang,25,1305000,PADAT
1407,Blitar,Lumajang,15,955000,CAIR
1408,Blitar,Jember,10,1025000,GAS
1409,Blitar,Jember,30,1725000,PADAT
1410,Blitar,Jember,16,1235000,CAIR
1411,Blitar,Banyuwangi,25,1777500,GAS
1412,Blitar,Banyuwangi,15,1427500,PADAT
1413,Blitar,Banyuwangi,10,1252500,CAIR
1414,Blitar,Bondowoso,30,1710000,GAS
1415,Blitar,Bondowoso,16,1220000,PADAT
1416,Blitar,Bondowoso,25,1535000,CAIR
1417,Blitar,Situbondo,15,1167500,GAS
1418,Blitar,Situbondo,10,992500,PADAT
1419,Blitar,Situbondo,30,1692500,CAIR
1420,Blitar,Probolinggo,16,990000,GAS
1421,Blitar,Probolinggo,25,1305000,PADAT
1422,Blitar,Probolinggo,15,955000,CAIR
1423,Blitar,Pasuruan,10,682500,GAS
1424,Blitar,Pasuruan,30,1382500,PADAT
1425,Blitar,Pasuruan,16,892500,CAIR
1426,Blitar,Sidoarjo,25,1235000,GAS
1427,Blitar,Sidoarjo,15,885000,PADAT
1428,Blitar,Sidoarjo,10,710000,CAIR
1429,Blitar,Mojokerto,30,1345000,GAS
1430,Blitar,Mojokerto,16,855000,PADAT
1431,Blitar,Mojokerto,25,1170000,CAIR
1432,Blitar,Jombang,15,740000,GAS
1433,Blitar,Jombang,10,565000,PADAT
1434,Blitar,Jombang,30,1265000,CAIR
1435,Blitar,Nganjuk,16,740000,GAS
1436,Blitar,Nganjuk,25,1055000,PADAT
1437,Blitar,Nganjuk,15,705000,CAIR
1438,Blitar,Madiun,10,655000,GAS
1439,Blitar,Madiun,30,1355000,PADAT
1440,Blitar,Madiun,16,865000,CAIR
1441,Blitar,Magetan,25,1240000,GAS
1442,Blitar,Magetan,15,890000,PADAT
1443,Blitar,Magetan,10,715000,CAIR
1444,Blitar,Ngawi,30,1385000,GAS
1445,Blitar,Ngawi,16,895000,PADAT
1446,Blitar,Ngawi,25,1210000,CAIR
1447,Blitar,Bojonegoro,15,957500,GAS
1448,Blitar,Bojonegoro,10,782500,PADAT
1449,Blitar,Bojonegoro,30,1482500,CAIR
1450,Blitar,Tuban,16,985000,GAS
1451,Blitar,Tuban,25,1300000,PADAT
1452,Blitar,Tuban,15,950000,CAIR
1453,Blitar,Lamongan,10,787500,GAS
1454,Blitar,Lamongan,30,1487500,PADAT
1455,Blitar,Lamongan,16,997500,CAIR
1456,Blitar,Gresik,25,1337500,GAS
1457,Blitar,Gresik,15,987500,PADAT
1458,Blitar,Gresik,10,812500,CAIR
1459,Blitar,Bangkalan,30,1537500,GAS
1460,Blitar,Bangkalan,16,1047500,PADAT
1461,Blitar,Bangkalan,25,1362500,CAIR
1462,Blitar,Sampang,15,1167500,GAS
1463,Blitar,Sampang,10,992500,PADAT
1464,Blitar,Sampang,30,1692500,CAIR
1465,Blitar,Pamekasan,16,1285000,GAS
1466,Blitar,Pamekasan,25,1600000,PADAT
1467,Blitar,Pamekasan,15,1250000,CAIR
1468,Blitar,Sumenep,10,1205000,GAS
1469,Blitar,Sumenep,30,1905000,PADAT
1470,Blitar,Sumenep,16,1415000,CAIR
1471,Blitar,Surabaya,25,1292500,GAS
1472,Blitar,Surabaya,15,942500,PADAT
1473,Blitar,Surabaya,10,767500,CAIR
1474,Blitar,Kediri,30,1160000,GAS
1475,Blitar,Kediri,16,670000,PADAT
1476,Blitar,Kediri,25,985000,CAIR
1477,Blitar,Malang,15,720000,GAS
1478,Blitar,Malang,10,545000,PADAT
1479,Blitar,Malang,30,1245000,CAIR
1480,Blitar,Pacitan,16,1235000,GAS
1481,Blitar,Pacitan,25,1550000,PADAT
1482,Blitar,Pacitan,15,1200000,CAIR
1483,Malang,Ponorogo,10,837500,GAS
1484,Malang,Ponorogo,30,1537500,PADAT
1485,Malang,Ponorogo,16,1047500,CAIR
1486,Malang,Trenggalek,30,1405000,GAS
1487,Malang,Trenggalek,16,915000,PADAT
1488,Malang,Trenggalek,25,1230000,CAIR
1489,Malang,Tulungagung,15,802500,GAS
1490,Malang,Tulungagung,10,627500,PADAT
1491,Malang,Tulungagung,30,1327500,CAIR
1492,Malang,Lumajang,16,852500,GAS
1493,Malang,Lumajang,25,1167500,PADAT
1494,Malang,Lumajang,15,817500,CAIR
1495,Malang,Jember,30,1530000,GAS
1496,Malang,Jember,16,1040000,PADAT
1497,Malang,Jember,25,1355000,CAIR
1498,Malang,Banyuwangi,15,1122500,GAS
1499,Malang,Banyuwangi,10,947500,PADAT
1500,Malang,Banyuwangi,30,1647500,CAIR
1501,Malang,Bondowoso,16,1025000,GAS
1502,Malang,Bondowoso,25,1340000,PADAT
1503,Malang,Bondowoso,15,990000,CAIR
1504,Malang,Situbondo,30,1467500,GAS
1505,Malang,Situbondo,16,977500,PADAT
1506,Malang,Situbondo,25,1292500,CAIR
1507,Malang,Probolinggo,15,760000,GAS
1508,Malang,Probolinggo,10,585000,PADAT
1509,Malang,Probolinggo,30,1285000,CAIR
1510,Malang,Pasuruan,16,697500,GAS
1511,Malang,Pasuruan,25,1012500,PADAT
1512,Malang,Pasuruan,15,662500,CAIR
1513,Malang,Sidoarjo,30,1215000,GAS
1514,Malang,Sidoarjo,16,725000,PADAT
1515,Malang,Sidoarjo,25,1040000,CAIR
1516,Malang,Mojokerto,15,747500,GAS
1517,Malang,Mojokerto,10,572500,PADAT
1518,Malang,Mojokerto,30,1272500,CAIR
1519,Malang,Jombang,16,857500,GAS
1520,Malang,Jombang,25,1172500,PADAT
1521,Malang,Jombang,15,822500,CAIR
1522,Malang,Nganjuk,30,1370000,GAS
1523,Malang,Nganjuk,16,880000,PADAT
1524,Malang,Nganjuk,25,1195000,CAIR
1525,Malang,Madiun,15,970000,GAS
1526,Malang,Madiun,10,795000,PADAT
1527,Malang,Madiun,30,1495000,CAIR
1528,Malang,Magetan,16,1065000,GAS
1529,Malang,Magetan,25,1380000,PADAT
1530,Malang,Magetan,15,1030000,CAIR
1531,Malang,Ngawi,30,1525000,GAS
1532,Malang,Ngawi,16,1035000,PADAT
1533,Malang,Ngawi,25,1350000,CAIR
1534,Malang,Bojonegoro,15,1017500,GAS
1535,Malang,Bojonegoro,10,842500,PADAT
1536,Malang,Bojonegoro,30,1542500,CAIR
1537,Malang,Tuban,16,1037500,GAS
1538,Malang,Tuban,25,1352500,PADAT
1539,Malang,Tuban,15,1002500,CAIR
1540,Malang,Lamongan,30,1385000,GAS
1541,Malang,Lamongan,16,895000,PADAT
1542,Malang,Lamongan,25,1210000,CAIR
1543,Malang,Gresik,15,792500,GAS
1544,Malang,Gresik,10,617500,PADAT
1545,Malang,Gresik,30,1317500,CAIR
1546,Malang,Bangkalan,16,852500,GAS
1547,Malang,Bangkalan,25,1167500,PADAT
1548,Malang,Bangkalan,15,817500,CAIR
1549,Malang,Sampang,30,1497500,GAS
1550,Malang,Sampang,16,1007500,PADAT
1551,Malang,Sampang,25,1322500,CAIR
1552,Malang,Pamekasan,15,1055000,GAS
1553,Malang,Pamekasan,10,880000,PADAT
1554,Malang,Pamekasan,30,1580000,CAIR
1555,Malang,Sumenep,16,1220000,GAS
1556,Malang,Sumenep,25,1535000,PADAT
1557,Malang,Sumenep,15,1185000,CAIR
1558,Malang,Surabaya,30,1265000,GAS
1559,Malang,Surabaya,16,775000,PADAT
1560,Malang,Surabaya,25,1090000,CAIR
1561,Malang,Kediri,15,775000,GAS
1562,Malang,Kediri,10,600000,PADAT
1563,Malang,Kediri,30,1300000,CAIR
1564,Malang,Blitar,16,755000,GAS
1565,Malang,Blitar,25,1070000,PADAT
1566,Malang,Blitar,15,720000,CAIR
1567,Ngawi,Pacitan,15,867500,GAS
1568,Ngawi,Pacitan,25,1217500,PADAT
1569,Ngawi,Pacitan,30,1392500,CAIR
1570,Ngawi,Ponorogo,15,675000,GAS
1571,Ngawi,Ponorogo,25,1025000,PADAT
1572,Ngawi,Ponorogo,30,1200000,CAIR
1573,Ngawi,Trenggalek,15,800000,GAS
1574,Ngawi,Trenggalek,25,1150000,PADAT
1575,Ngawi,Trenggalek,30,1325000,CAIR
1576,Ngawi,Tulungagung,15,872500,GAS
1577,Ngawi,Tulungagung,25,1222500,PADAT
1578,Ngawi,Tulungagung,30,1397500,CAIR
1579,Ngawi,Kediri,15,800000,GAS
1580,Ngawi,Kediri,25,1150000,PADAT
1581,Ngawi,Kediri,30,1325000,CAIR
1582,Ngawi,Lumajang,15,1292500,GAS
1583,Ngawi,Lumajang,25,1642500,PADAT
1584,Ngawi,Lumajang,30,1817500,CAIR
1585,Ngawi,Jember,15,1415000,GAS
1586,Ngawi,Jember,25,1765000,PADAT
1587,Ngawi,Jember,30,1940000,CAIR
1588,Ngawi,Banyuwangi,15,1685000,GAS
1589,Ngawi,Banyuwangi,25,2035000,PADAT
1590,Ngawi,Banyuwangi,30,2210000,CAIR
1591,Ngawi,Bondowoso,15,1440000,GAS
1592,Ngawi,Bondowoso,25,1790000,PADAT
1593,Ngawi,Bondowoso,30,1965000,CAIR
1594,Ngawi,Situbondo,15,1452500,GAS
1595,Ngawi,Situbondo,25,1802500,PADAT
1596,Ngawi,Situbondo,30,1977500,CAIR
1597,Ngawi,Probolinggo,15,1195000,GAS
1598,Ngawi,Probolinggo,25,1545000,PADAT
1599,Ngawi,Probolinggo,30,1720000,CAIR
1600,Ngawi,Pasuruan,15,1095000,GAS
1601,Ngawi,Pasuruan,25,1445000,PADAT
1602,Ngawi,Pasuruan,30,1620000,CAIR
1603,Ngawi,Sidoarjo,15,990000,GAS
1604,Ngawi,Sidoarjo,25,1340000,PADAT
1605,Ngawi,Sidoarjo,30,1515000,CAIR
1606,Ngawi,Mojokerto,15,877500,GAS
1607,Ngawi,Mojokerto,25,1227500,PADAT
1608,Ngawi,Mojokerto,30,1402500,CAIR
1609,Ngawi,Jombang,15,810000,GAS
1610,Ngawi,Jombang,25,1160000,PADAT
1611,Ngawi,Jombang,30,1335000,CAIR
1612,Ngawi,Nganjuk,15,722500,GAS
1613,Ngawi,Nganjuk,25,1072500,PADAT
1614,Ngawi,Nganjuk,30,1247500,CAIR
1615,Ngawi,Madiun,15,627500,GAS
1616,Ngawi,Madiun,25,977500,PADAT
1617,Ngawi,Madiun,30,1152500,CAIR
1618,Ngawi,Magetan,15,615000,GAS
1619,Ngawi,Magetan,25,965000,PADAT
1620,Ngawi,Magetan,30,1140000,CAIR
1621,Ngawi,Bojonegoro,15,707500,GAS
1622,Ngawi,Bojonegoro,25,1057500,PADAT
1623,Ngawi,Bojonegoro,30,1232500,CAIR
1624,Ngawi,Tuban,15,812500,GAS
1625,Ngawi,Tuban,25,1162500,PADAT
1626,Ngawi,Tuban,30,1337500,CAIR
1627,Ngawi,Lamongan,15,975000,GAS
1628,Ngawi,Lamongan,25,1325000,PADAT
1629,Ngawi,Lamongan,30,1500000,CAIR
1630,Ngawi,Gresik,15,1027500,GAS
1631,Ngawi,Gresik,25,1377500,PADAT
1632,Ngawi,Gresik,30,1552500,CAIR
1633,Ngawi,Bangkalan,15,1065000,GAS
1634,Ngawi,Bangkalan,25,1415000,PADAT
1635,Ngawi,Bangkalan,30,1590000,CAIR
1636,Ngawi,Sampang,15,1190000,GAS
1637,Ngawi,Sampang,25,1540000,PADAT
1638,Ngawi,Sampang,30,1715000,CAIR
1639,Ngawi,Pamekasan,15,1267500,GAS
1640,Ngawi,Pamekasan,25,1617500,PADAT
1641,Ngawi,Pamekasan,30,1792500,CAIR
1642,Ngawi,Sumenep,15,1400000,GAS
1643,Ngawi,Sumenep,25,1750000,PADAT
1644,Ngawi,Sumenep,30,1925000,CAIR
1645,Bojonegoro,Pacitan,15,1045000,GAS
1646,Bojonegoro,Pacitan,25,1395000,PADAT
1647,Bojonegoro,Pacitan,30,1570000,CAIR
1648,Bojonegoro,Ponorogo,15,892500,GAS
1649,Bojonegoro,Ponorogo,25,1242500,PADAT
1650,Bojonegoro,Ponorogo,30,1417500,CAIR
1651,Bojonegoro,Trenggalek,15,910000,GAS
1652,Bojonegoro,Trenggalek,25,1260000,PADAT
1653,Bojonegoro,Trenggalek,30,1435000,CAIR
1654,Bojonegoro,Tulungagung,15,840000,GAS
1655,Bojonegoro,Tulungagung,25,1190000,PADAT
1656,Bojonegoro,Tulungagung,30,1365000,CAIR
1657,Bojonegoro,Kediri,15,765000,GAS
1658,Bojonegoro,Kediri,25,1115000,PADAT
1659,Bojonegoro,Kediri,30,1290000,CAIR
1660,Bojonegoro,Lumajang,15,1265000,GAS
1661,Bojonegoro,Lumajang,25,1615000,PADAT
1662,Bojonegoro,Lumajang,30,1790000,CAIR
1663,Bojonegoro,Jember,15,1387500,GAS
1664,Bojonegoro,Jember,25,1737500,PADAT
1665,Bojonegoro,Jember,30,1912500,CAIR
1666,Bojonegoro,Banyuwangi,15,1552500,GAS
1667,Bojonegoro,Banyuwangi,25,1902500,PADAT
1668,Bojonegoro,Banyuwangi,30,2077500,CAIR
1669,Bojonegoro,Bondowoso,15,1415000,GAS
1670,Bojonegoro,Bondowoso,25,1765000,PADAT
1671,Bojonegoro,Bondowoso,30,1940000,CAIR
1672,Bojonegoro,Situbondo,15,1425000,GAS
1673,Bojonegoro,Situbondo,25,1775000,PADAT
1674,Bojonegoro,Situbondo,30,1950000,CAIR
